system:time_start,LST_C_L8
"Mar 29, 2013",
"Apr 22, 2013",1.19
"Jun 9, 2013",
"Jul 27, 2013",30.047
"Aug 12, 2013",20.441
"Aug 28, 2013",
"Sep 13, 2013",
"Sep 29, 2013",9.849
"Oct 15, 2013",
"Oct 31, 2013",3.68
"Nov 16, 2013",
"Dec 2, 2013",-6.777
"Dec 18, 2013",-5.517
"Jan 3, 2014",
"Jan 19, 2014",
"Feb 4, 2014",-3.923
"Feb 20, 2014",
"Mar 8, 2014",0.665
"Apr 9, 2014",
"Apr 25, 2014",
"May 11, 2014",
"Jun 12, 2014",
"Jun 28, 2014",
"Jul 14, 2014",
"Jul 30, 2014",
"Aug 15, 2014",
"Aug 31, 2014",
"Sep 16, 2014",
"Oct 2, 2014",
"Oct 18, 2014",
"Nov 3, 2014",
"Dec 21, 2014",
"Jan 6, 2015",-12.727
"Feb 7, 2015",-7.095
"Feb 23, 2015",
"Mar 11, 2015",
"Apr 12, 2015",
"May 14, 2015",
"May 30, 2015",
"Jul 1, 2015",23.663
"Jul 17, 2015",
"Aug 2, 2015",
"Sep 3, 2015",19.682
"Sep 19, 2015",
"Oct 5, 2015",
"Nov 6, 2015",
"Nov 22, 2015",
"Dec 8, 2015",
"Dec 24, 2015",
"Jan 9, 2016",
"Feb 26, 2016",
"Mar 13, 2016",
"Mar 29, 2016",
"Apr 30, 2016",
"May 16, 2016",
"Jun 1, 2016",
"Jul 3, 2016",
"Jul 19, 2016",
"Aug 4, 2016",
"Aug 20, 2016",
"Sep 5, 2016",
"Sep 21, 2016",
"Oct 7, 2016",-0.485
"Oct 23, 2016",
"Nov 8, 2016",
"Dec 10, 2016",
"Jan 11, 2017",
"Jan 27, 2017",-5.878
"Feb 28, 2017",
"Mar 16, 2017",-1.262
"Apr 1, 2017",1.19
"May 3, 2017",
"May 19, 2017",23.827
"Jun 20, 2017",30.006
"Jul 6, 2017",
"Jul 22, 2017",
"Aug 7, 2017",
"Aug 23, 2017",
"Sep 8, 2017",
"Oct 26, 2017",
"Nov 11, 2017",
"Nov 27, 2017",
"Dec 13, 2017",
"Jan 14, 2018",
"Jan 30, 2018",
"Feb 15, 2018",
"Mar 3, 2018",
"Mar 19, 2018",
"Apr 4, 2018",-6.604
"Apr 20, 2018",
"May 6, 2018",18.938
"May 22, 2018",
"Jun 7, 2018",27.315
"Jun 23, 2018",
"Jul 9, 2018",
"Jul 25, 2018",25.977
"Aug 10, 2018",
"Aug 26, 2018",
"Sep 11, 2018",
"Sep 27, 2018",
"Oct 13, 2018",17.274
"Nov 14, 2018",
"Nov 30, 2018",
"Jan 17, 2019",
"Feb 18, 2019",-1.433
"Mar 6, 2019",
"Mar 22, 2019",0.332
"Apr 7, 2019",
"Apr 23, 2019",0.468
"May 25, 2019",
"Jun 10, 2019",
"Jun 26, 2019",35.958
"Jul 28, 2019",
"Aug 13, 2019",
"Aug 29, 2019",25.496
"Sep 14, 2019",15.041
"Sep 30, 2019",
"Oct 16, 2019",
"Nov 1, 2019",-0.57
"Nov 17, 2019",
"Dec 3, 2019",
"Dec 19, 2019",
"Jan 4, 2020",
"Jan 20, 2020",
"Feb 5, 2020",
"Feb 21, 2020",
"Mar 8, 2020",
"Mar 24, 2020",-7.274
"Apr 9, 2020",1.222
"Apr 25, 2020",
"May 11, 2020",
"May 27, 2020",19.349
"Jun 12, 2020",
"Jun 28, 2020",
"Jul 14, 2020",
"Jul 30, 2020",23.67
"Aug 15, 2020",
"Sep 16, 2020",22.141
"Oct 2, 2020",
"Nov 19, 2020",
"Dec 5, 2020",
"Jan 22, 2021",
"Feb 23, 2021",
"Apr 28, 2021",
"May 30, 2021",
"Jun 15, 2021",17.831
"Jul 1, 2021",
"Jul 17, 2021",
"Aug 2, 2021",
"Sep 3, 2021",
"Oct 5, 2021",
"Oct 21, 2021",
"Nov 6, 2021",
"Jan 9, 2022",
"Feb 10, 2022",
"Mar 14, 2022",-3.8
"Apr 15, 2022",
"May 1, 2022",
"Jun 2, 2022",21.983
"Jun 18, 2022",28.087
"Jul 4, 2022",
"Jul 20, 2022",32.169
"Aug 5, 2022",
"Sep 6, 2022",
"Sep 22, 2022",
"Oct 8, 2022",
"Oct 24, 2022",
"Nov 9, 2022",
"Nov 25, 2022",
"Dec 27, 2022",
"Jan 12, 2023",
"Mar 1, 2023",-4.709
"Mar 17, 2023",-11.068
"May 4, 2023",
"May 20, 2023",
"Jun 5, 2023",
"Jun 21, 2023",24.625
"Jul 7, 2023",
"Jul 23, 2023",9.457
"Aug 8, 2023",
"Aug 24, 2023",25.078
"Sep 9, 2023",22.735
"Sep 25, 2023",
"Oct 11, 2023",
"Nov 12, 2023",
"Dec 30, 2023",
"Feb 16, 2024",
"Mar 19, 2024",-0.867
"Apr 4, 2024",
"Jun 7, 2024",
"Jun 23, 2024",
"Jul 9, 2024",
"Jul 25, 2024",
"Aug 10, 2024",
"Aug 26, 2024",
"Sep 11, 2024",
"Sep 27, 2024",
"Oct 13, 2024",
"Oct 29, 2024",
"Nov 30, 2024",
"Jan 1, 2025",
"Feb 18, 2025",-13.041
"Mar 6, 2025",0.342
"Mar 22, 2025",0.569
"Apr 23, 2025",
"May 9, 2025",
"May 25, 2025",14.554
"Jun 10, 2025",
"Jun 26, 2025",
"Jul 28, 2025",
"Aug 13, 2025",27.322
"Aug 29, 2025",
"Sep 30, 2025",
"Nov 1, 2025",
"Dec 3, 2025",
"Dec 19, 2025",
