system:time_start,LST_C_L5,LST_C_L7,LST_C_L8,LST_C_L9,year,month,day
1989-06-14,13.558,,,,1989,6,14
1989-07-16,15.931,,,,1989,7,16
1989-08-10,,,,,1989,8,10
1989-08-17,,,,,1989,8,17
1989-09-02,,,,,1989,9,2
1989-09-11,,,,,1989,9,11
1989-09-18,18.604,,,,1989,9,18
1989-10-04,4.556,,,,1989,10,4
1989-10-13,,,,,1989,10,13
1989-10-20,10.198,,,,1989,10,20
1989-11-05,2.432,,,,1989,11,5
1989-11-14,1.894,,,,1989,11,14
1990-01-24,,,,,1990,1,24
1990-02-02,2.177,,,,1990,2,2
1990-02-09,,,,,1990,2,9
1990-02-25,5.066,,,,1990,2,25
1990-03-06,,,,,1990,3,6
1990-03-13,3.043,,,,1990,3,13
1990-03-22,8.09,,,,1990,3,22
1990-04-14,7.694,,,,1990,4,14
1990-04-30,,,,,1990,4,30
1990-05-09,,,,,1990,5,9
1990-05-16,,,,,1990,5,16
1990-06-01,,,,,1990,6,1
1990-06-17,,,,,1990,6,17
1990-07-03,,,,,1990,7,3
1990-08-04,22.104,,,,1990,8,4
1990-08-13,17.134,,,,1990,8,13
1990-08-20,,,,,1990,8,20
1990-08-29,21.148,,,,1990,8,29
1990-09-05,,,,,1990,9,5
1990-09-14,,,,,1990,9,14
1990-09-21,,,,,1990,9,21
1990-09-30,13.178,,,,1990,9,30
1990-10-07,12.309,,,,1990,10,7
1990-10-16,17.039,,,,1990,10,16
1990-10-23,6.171,,,,1990,10,23
1990-11-24,-2.493,,,,1990,11,24
1991-01-20,-8.137,,,,1991,1,20
1991-03-09,,,,,1991,3,9
1991-03-16,6.712,,,,1991,3,16
1991-04-01,,,,,1991,4,1
1991-04-10,5.134,,,,1991,4,10
1991-04-26,4.818,,,,1991,4,26
1991-05-19,9.522,,,,1991,5,19
1991-06-13,,,,,1991,6,13
1991-06-20,,,,,1991,6,20
1991-07-06,20.494,,,,1991,7,6
1991-07-15,,,,,1991,7,15
1991-07-22,,,,,1991,7,22
1991-07-31,,,,,1991,7,31
1991-08-07,23.808,,,,1991,8,7
1991-08-16,15.192,,,,1991,8,16
1991-08-23,15.027,,,,1991,8,23
1991-09-01,16.434,,,,1991,9,1
1991-09-24,,,,,1991,9,24
1991-10-03,,,,,1991,10,3
1991-10-10,8.875,,,,1991,10,10
1991-10-26,-3.738,,,,1991,10,26
1991-11-11,,,,,1991,11,11
1992-01-23,-13.608,,,,1992,1,23
1992-02-08,,,,,1992,2,8
1992-02-15,,,,,1992,2,15
1992-03-02,0.746,,,,1992,3,2
1992-03-11,,,,,1992,3,11
1992-03-18,,,,,1992,3,18
1992-04-03,,,,,1992,4,3
1992-04-12,3.287,,,,1992,4,12
1992-04-28,,,,,1992,4,28
1992-05-05,7.076,,,,1992,5,5
1992-05-14,19.692,,,,1992,5,14
1992-05-21,,,,,1992,5,21
1992-05-30,16.212,,,,1992,5,30
1992-06-15,,,,,1992,6,15
1992-06-22,,,,,1992,6,22
1992-07-01,23.602,,,,1992,7,1
1992-07-17,,,,,1992,7,17
1992-07-24,18.9,,,,1992,7,24
1992-08-02,19.559,,,,1992,8,2
1992-08-09,29.014,,,,1992,8,9
1992-08-18,,,,,1992,8,18
1992-08-25,,,,,1992,8,25
1992-09-03,,,,,1992,9,3
1992-09-10,12.903,,,,1992,9,10
1992-09-19,,,,,1992,9,19
1992-09-26,16.153,,,,1992,9,26
1992-10-05,,,,,1992,10,5
1992-10-12,,,,,1992,10,12
1992-10-28,-2.126,,,,1992,10,28
1992-11-06,,,,,1992,11,6
1992-12-08,-19.018,,,,1992,12,8
1993-01-09,,,,,1993,1,9
1993-02-26,,,,,1993,2,26
1993-03-05,-13.821,,,,1993,3,5
1993-03-21,1.008,,,,1993,3,21
1993-04-06,,,,,1993,4,6
1993-04-15,,,,,1993,4,15
1993-04-22,9.72,,,,1993,4,22
1993-05-01,17.353,,,,1993,5,1
1993-05-08,15.706,,,,1993,5,8
1993-05-17,16.393,,,,1993,5,17
1993-05-24,,,,,1993,5,24
1993-06-02,22.438,,,,1993,6,2
1993-06-09,20.512,,,,1993,6,9
1993-06-18,13.206,,,,1993,6,18
1993-06-25,,,,,1993,6,25
1993-07-04,22.377,,,,1993,7,4
1993-07-27,11.325,,,,1993,7,27
1993-08-05,,,,,1993,8,5
1993-08-12,16.506,,,,1993,8,12
1993-08-21,,,,,1993,8,21
1993-09-06,,,,,1993,9,6
1993-09-22,19.129,,,,1993,9,22
1993-09-29,,,,,1993,9,29
1993-10-31,4.903,,,,1993,10,31
1993-11-25,-8.526,,,,1993,11,25
1994-01-12,,,,,1994,1,12
1994-02-13,,,,,1994,2,13
1994-02-20,,,,,1994,2,20
1994-03-17,,,,,1994,3,17
1994-03-24,,,,,1994,3,24
1994-04-09,,,,,1994,4,9
1994-04-25,,,,,1994,4,25
1994-05-04,9.188,,,,1994,5,4
1994-05-11,,,,,1994,5,11
1994-05-27,,,,,1994,5,27
1994-06-12,,,,,1994,6,12
1994-06-21,,,,,1994,6,21
1994-06-28,27.007,,,,1994,6,28
1994-07-14,,,,,1994,7,14
1994-07-23,21.419,,,,1994,7,23
1994-07-30,25.966,,,,1994,7,30
1994-08-08,,,,,1994,8,8
1994-08-15,12.295,,,,1994,8,15
1994-08-24,,,,,1994,8,24
1994-08-31,14.655,,,,1994,8,31
1994-09-16,,,,,1994,9,16
1994-09-25,,,,,1994,9,25
1994-10-02,,,,,1994,10,2
1994-10-11,5.239,,,,1994,10,11
1994-10-18,-0.527,,,,1994,10,18
1994-10-27,,,,,1994,10,27
1994-11-03,3.148,,,,1994,11,3
1995-01-31,-11.18,,,,1995,1,31
1995-02-07,,,,,1995,2,7
1995-03-11,-2.617,,,,1995,3,11
1995-04-05,,,,,1995,4,5
1995-04-21,,,,,1995,4,21
1995-05-23,9.106,,,,1995,5,23
1995-05-30,,,,,1995,5,30
1995-06-08,,,,,1995,6,8
1995-06-15,,,,,1995,6,15
1995-07-01,21.345,,,,1995,7,1
1995-07-10,25.187,,,,1995,7,10
1995-08-02,17.425,,,,1995,8,2
1995-08-11,18.043,,,,1995,8,11
1995-08-18,15.865,,,,1995,8,18
1995-09-03,,,,,1995,9,3
1995-09-12,,,,,1995,9,12
1995-10-21,,,,,1995,10,21
1995-11-15,,,,,1995,11,15
1995-11-22,-11.176,,,,1995,11,22
1996-03-13,,,,,1996,3,13
1996-03-29,,,,,1996,3,29
1996-04-07,4.421,,,,1996,4,7
1996-04-23,13.121,,,,1996,4,23
1996-05-25,9.572,,,,1996,5,25
1996-06-01,22.968,,,,1996,6,1
1996-06-17,,,,,1996,6,17
1996-07-03,,,,,1996,7,3
1996-07-19,,,,,1996,7,19
1996-08-04,,,,,1996,8,4
1996-08-20,17.273,,,,1996,8,20
1996-09-05,,,,,1996,9,5
1996-10-23,1.805,,,,1996,10,23
1996-11-08,,,,,1996,11,8
1997-04-01,,,,,1997,4,1
1997-04-10,,,,,1997,4,10
1997-05-03,12.317,,,,1997,5,3
1997-05-19,15.598,,,,1997,5,19
1997-06-04,,,,,1997,6,4
1997-06-13,,,,,1997,6,13
1997-06-29,,,,,1997,6,29
1997-07-06,,,,,1997,7,6
1997-07-15,,,,,1997,7,15
1997-07-31,,,,,1997,7,31
1997-08-07,16.454,,,,1997,8,7
1997-08-16,,,,,1997,8,16
1997-08-23,,,,,1997,8,23
1997-09-01,18.264,,,,1997,9,1
1997-09-08,,,,,1997,9,8
1997-09-17,15.531,,,,1997,9,17
1997-10-03,,,,,1997,10,3
1997-10-19,8.129,,,,1997,10,19
1997-11-04,-2.993,,,,1997,11,4
1997-11-20,-8.387,,,,1997,11,20
1997-11-27,,,,,1997,11,27
1998-01-14,,,,,1998,1,14
1998-01-30,-13.086,,,,1998,1,30
1998-02-15,1.416,,,,1998,2,15
1998-02-24,,,,,1998,2,24
1998-03-03,,,,,1998,3,3
1998-03-19,,,,,1998,3,19
1998-04-04,,,,,1998,4,4
1998-04-20,2.095,,,,1998,4,20
1998-04-29,,,,,1998,4,29
1998-05-15,14.289,,,,1998,5,15
1998-05-31,,,,,1998,5,31
1998-06-07,,,,,1998,6,7
1998-07-18,,,,,1998,7,18
1998-08-03,,,,,1998,8,3
1998-08-10,22.019,,,,1998,8,10
1998-08-19,,,,,1998,8,19
1998-08-26,13.956,,,,1998,8,26
1998-09-04,,,,,1998,9,4
1998-09-20,,,,,1998,9,20
1998-09-27,8.037,,,,1998,9,27
1998-10-13,,,,,1998,10,13
1998-10-22,5.301,,,,1998,10,22
1998-11-23,-25.703,,,,1998,11,23
1998-12-09,-17.404,,,,1998,12,9
1998-12-16,,,,,1998,12,16
1998-12-25,,,,,1998,12,25
1999-01-17,-2.427,,,,1999,1,17
1999-01-26,,,,,1999,1,26
1999-02-27,-1.729,,,,1999,2,27
1999-03-06,,,,,1999,3,6
1999-03-22,,,,,1999,3,22
1999-04-23,,,,,1999,4,23
1999-05-09,,,,,1999,5,9
1999-05-18,,,,,1999,5,18
1999-06-03,,,,,1999,6,3
1999-06-26,19.839,,,,1999,6,26
1999-07-05,27.663,,,,1999,7,5
1999-07-12,,,,,1999,7,12
1999-07-13,,,,,1999,7,13
1999-07-20,,22.225,,,1999,7,20
1999-07-21,,,,,1999,7,21
1999-07-28,,,,,1999,7,28
1999-07-29,,,,,1999,7,29
1999-08-05,,,,,1999,8,5
1999-08-06,,,,,1999,8,6
1999-08-13,,,,,1999,8,13
1999-08-14,,,,,1999,8,14
1999-08-21,,,,,1999,8,21
1999-08-22,,,,,1999,8,22
1999-08-29,,,,,1999,8,29
1999-08-30,,,,,1999,8,30
1999-09-06,,17.244,,,1999,9,6
1999-09-07,,,,,1999,9,7
1999-09-14,19.847,,,,1999,9,14
1999-09-15,,20.584,,,1999,9,15
1999-09-22,,,,,1999,9,22
1999-09-23,14.185,,,,1999,9,23
1999-09-30,,,,,1999,9,30
1999-10-01,,,,,1999,10,1
1999-10-08,,5.897,,,1999,10,8
1999-10-16,2.132,,,,1999,10,16
1999-10-17,,,,,1999,10,17
1999-10-24,,7.699,,,1999,10,24
1999-11-01,10.314,,,,1999,11,1
1999-11-02,,,,,1999,11,2
1999-11-18,,,,,1999,11,18
1999-11-26,-1.339,,,,1999,11,26
1999-12-03,,,,,1999,12,3
1999-12-11,,,,,1999,12,11
1999-12-20,,-11.134,,,1999,12,20
2000-01-12,,-8.643,,,2000,1,12
2000-01-13,-10.575,,,,2000,1,13
2000-01-20,-20.639,,,,2000,1,20
2000-01-28,,-8.267,,,2000,1,28
2000-02-06,,,,,2000,2,6
2000-02-13,,,,,2000,2,13
2000-02-22,,,,,2000,2,22
2000-02-29,,,,,2000,2,29
2000-03-16,,,,,2000,3,16
2000-03-25,,,,,2000,3,25
2000-04-01,,,,,2000,4,1
2000-04-10,,,,,2000,4,10
2000-04-17,,,,,2000,4,17
2000-04-26,,13.043,,,2000,4,26
2000-05-03,,9.294,,,2000,5,3
2000-05-04,,,,,2000,5,4
2000-05-12,,,,,2000,5,12
2000-05-19,,,,,2000,5,19
2000-05-28,,16.097,,,2000,5,28
2000-06-04,,22.756,,,2000,6,4
2000-06-12,,,,,2000,6,12
2000-06-13,,22.517,,,2000,6,13
2000-06-20,,24.223,,,2000,6,20
2000-06-29,,,,,2000,6,29
2000-07-06,,,,,2000,7,6
2000-07-22,,,,,2000,7,22
2000-07-23,,,,,2000,7,23
2000-07-31,,,,,2000,7,31
2000-08-07,,,,,2000,8,7
2000-08-08,,,,,2000,8,8
2000-08-15,24.207,,,,2000,8,15
2000-08-16,,,,,2000,8,16
2000-08-23,,,,,2000,8,23
2000-08-31,,,,,2000,8,31
2000-09-01,,,,,2000,9,1
2000-09-09,16.368,,,,2000,9,9
2000-09-16,,,,,2000,9,16
2000-09-17,,,,,2000,9,17
2000-09-24,,12.013,,,2000,9,24
2000-10-19,,,,,2000,10,19
2000-10-27,,,,,2000,10,27
2000-11-03,8.23,,,,2000,11,3
2000-11-11,,1.956,,,2000,11,11
2000-11-19,0.29,,,,2000,11,19
2000-11-20,,,,,2000,11,20
2000-11-27,,,,,2000,11,27
2000-12-05,3.163,,,,2000,12,5
2000-12-06,,,,,2000,12,6
2000-12-13,,,,,2000,12,13
2000-12-14,,,,,2000,12,14
2000-12-21,-8.586,,,,2000,12,21
2000-12-22,,-6.153,,,2000,12,22
2000-12-29,,,,,2000,12,29
2001-01-14,,-10.46,,,2001,1,14
2001-01-15,-9.816,,,,2001,1,15
2001-01-30,,,,,2001,1,30
2001-01-31,,,,,2001,1,31
2001-02-08,,,,,2001,2,8
2001-02-15,,3.707,,,2001,2,15
2001-02-24,,,,,2001,2,24
2001-03-03,,,,,2001,3,3
2001-03-11,,,,,2001,3,11
2001-03-12,,,,,2001,3,12
2001-03-19,,,,,2001,3,19
2001-03-28,,,,,2001,3,28
2001-04-04,,3.738,,,2001,4,4
2001-04-13,,,,,2001,4,13
2001-04-29,,12.42,,,2001,4,29
2001-05-15,,,,,2001,5,15
2001-05-22,,,,,2001,5,22
2001-05-23,15.703,,,,2001,5,23
2001-05-30,18.128,,,,2001,5,30
2001-05-31,,,,,2001,5,31
2001-06-07,,,,,2001,6,7
2001-06-08,,,,,2001,6,8
2001-06-23,,,,,2001,6,23
2001-07-01,,,,,2001,7,1
2001-07-02,,17.45,,,2001,7,2
2001-07-09,,,,,2001,7,9
2001-07-18,,15.617,,,2001,7,18
2001-07-25,,,,,2001,7,25
2001-07-26,19.736,,,,2001,7,26
2001-08-02,21.317,,,,2001,8,2
2001-08-03,,22.881,,,2001,8,3
2001-08-10,,,,,2001,8,10
2001-08-18,14.711,,,,2001,8,18
2001-08-26,,22.404,,,2001,8,26
2001-08-27,,,,,2001,8,27
2001-09-03,,,,,2001,9,3
2001-09-11,,,,,2001,9,11
2001-09-19,10.265,,,,2001,9,19
2001-09-20,,,,,2001,9,20
2001-10-06,,,,,2001,10,6
2001-10-13,,15.607,,,2001,10,13
2001-10-22,,,,,2001,10,22
2001-10-29,,,,,2001,10,29
2001-11-14,,,,,2001,11,14
2001-11-15,-6.219,,,,2001,11,15
2001-11-23,,,,,2001,11,23
2001-12-09,,-9.332,,,2001,12,9
2001-12-16,,,,,2001,12,16
2002-01-10,,,,,2002,1,10
2002-01-17,,,,,2002,1,17
2002-02-02,,,,,2002,2,2
2002-02-03,5.0,,,,2002,2,3
2002-02-10,,,,,2002,2,10
2002-02-11,,,,,2002,2,11
2002-02-18,,,,,2002,2,18
2002-02-19,,,,,2002,2,19
2002-02-27,,,,,2002,2,27
2002-03-06,,8.124,,,2002,3,6
2002-03-15,,5.168,,,2002,3,15
2002-03-23,,,,,2002,3,23
2002-03-31,,,,,2002,3,31
2002-04-07,,,,,2002,4,7
2002-04-16,,,,,2002,4,16
2002-04-23,,,,,2002,4,23
2002-05-02,,15.682,,,2002,5,2
2002-05-09,,17.972,,,2002,5,9
2002-05-17,22.46,,,,2002,5,17
2002-05-18,,,,,2002,5,18
2002-05-25,,16.185,,,2002,5,25
2002-06-03,,18.46,,,2002,6,3
2002-06-10,,,,,2002,6,10
2002-06-11,14.161,,,,2002,6,11
2002-06-18,28.086,,,,2002,6,18
2002-06-19,,30.422,,,2002,6,19
2002-06-26,,,,,2002,6,26
2002-06-27,20.696,,,,2002,6,27
2002-07-05,,16.145,,,2002,7,5
2002-07-12,,17.047,,,2002,7,12
2002-07-21,,21.294,,,2002,7,21
2002-07-28,,20.082,,,2002,7,28
2002-08-22,,,,,2002,8,22
2002-08-29,,17.671,,,2002,8,29
2002-09-07,,,,,2002,9,7
2002-09-14,,,,,2002,9,14
2002-09-30,,,,,2002,9,30
2002-10-16,,,,,2002,10,16
2002-10-25,,,,,2002,10,25
2002-11-01,,,,,2002,11,1
2002-11-10,,,,,2002,11,10
2002-11-17,,,,,2002,11,17
2002-11-26,,,,,2002,11,26
2002-12-12,,-5.284,,,2002,12,12
2002-12-19,,,,,2002,12,19
2003-01-20,,,,,2003,1,20
2003-01-29,,,,,2003,1,29
2003-02-05,,,,,2003,2,5
2003-02-14,,-7.988,,,2003,2,14
2003-02-21,,-1.898,,,2003,2,21
2003-03-18,,-0.363,,,2003,3,18
2003-03-25,,7.369,,,2003,3,25
2003-04-10,,,,,2003,4,10
2003-04-19,,,,,2003,4,19
2003-04-26,,1.651,,,2003,4,26
2003-05-05,,24.784,,,2003,5,5
2003-05-12,,,,,2003,5,12
2003-05-21,,,,,2003,5,21
2003-05-28,,,,,2003,5,28
2003-06-30,23.067,,,,2003,6,30
2003-07-07,16.949,,,,2003,7,7
2003-07-15,,20.056,,,2003,7,15
2003-07-16,25.572,,,,2003,7,16
2003-07-23,,,,,2003,7,23
2003-08-01,,,,,2003,8,1
2003-08-17,,,,,2003,8,17
2003-08-24,,,,,2003,8,24
2003-09-09,,,,,2003,9,9
2003-09-17,,16.143,,,2003,9,17
2003-09-18,19.538,,,,2003,9,18
2003-09-25,9.451,,,,2003,9,25
2003-09-26,,14.534,,,2003,9,26
2003-10-04,,,,,2003,10,4
2003-10-28,,-1.184,,,2003,10,28
2003-11-13,,,,,2003,11,13
2003-11-29,,,,,2003,11,29
2003-12-15,,,,,2003,12,15
2003-12-22,,,,,2003,12,22
2004-01-08,-5.893,,,,2004,1,8
2004-01-23,,-16.789,,,2004,1,23
2004-01-24,-15.292,,,,2004,1,24
2004-01-31,-7.628,,,,2004,1,31
2004-02-17,,-3.72,,,2004,2,17
2004-02-25,,,,,2004,2,25
2004-03-12,-2.902,,,,2004,3,12
2004-03-19,,,,,2004,3,19
2004-03-27,,,,,2004,3,27
2004-04-04,,,,,2004,4,4
2004-04-13,,,,,2004,4,13
2004-04-20,,,,,2004,4,20
2004-04-28,,,,,2004,4,28
2004-05-15,,,,,2004,5,15
2004-05-22,,,,,2004,5,22
2004-05-30,,16.307,,,2004,5,30
2004-05-31,13.644,,,,2004,5,31
2004-06-07,,,,,2004,6,7
2004-06-08,,20.549,,,2004,6,8
2004-06-15,,,,,2004,6,15
2004-06-16,10.191,,,,2004,6,16
2004-06-23,,,,,2004,6,23
2004-06-24,,15.908,,,2004,6,24
2004-07-09,,,,,2004,7,9
2004-07-18,,,,,2004,7,18
2004-07-25,,,,,2004,7,25
2004-08-02,,16.7,,,2004,8,2
2004-08-03,,,,,2004,8,3
2004-08-10,21.165,,,,2004,8,10
2004-08-19,21.003,,,,2004,8,19
2004-08-26,,,,,2004,8,26
2004-09-03,,19.814,,,2004,9,3
2004-09-04,,,,,2004,9,4
2004-09-11,,,,,2004,9,11
2004-09-19,,16.203,,,2004,9,19
2004-09-20,,,,,2004,9,20
2004-10-05,,17.592,,,2004,10,5
2004-10-22,,,,,2004,10,22
2004-10-30,,10.132,,,2004,10,30
2004-11-07,,,,,2004,11,7
2004-11-14,,,,,2004,11,14
2004-11-30,,,,,2004,11,30
2004-12-01,,1.679,,,2004,12,1
2004-12-08,,,,,2004,12,8
2004-12-09,2.58,,,,2004,12,9
2004-12-16,-0.096,,,,2004,12,16
2004-12-17,,,,,2004,12,17
2004-12-25,,,,,2004,12,25
2005-01-10,,,,,2005,1,10
2005-01-17,-2.262,,,,2005,1,17
2005-01-18,,,,,2005,1,18
2005-02-27,,,,,2005,2,27
2005-03-06,,,,,2005,3,6
2005-03-30,,,,,2005,3,30
2005-03-31,2.646,,,,2005,3,31
2005-04-15,,,,,2005,4,15
2005-04-16,,,,,2005,4,16
2005-04-24,,,,,2005,4,24
2005-05-01,,,,,2005,5,1
2005-05-02,17.359,,,,2005,5,2
2005-05-09,,,,,2005,5,9
2005-05-10,,,,,2005,5,10
2005-05-25,,,,,2005,5,25
2005-05-26,,20.077,,,2005,5,26
2005-06-02,,14.822,,,2005,6,2
2005-06-03,19.874,,,,2005,6,3
2005-06-10,,,,,2005,6,10
2005-06-19,19.65,,,,2005,6,19
2005-06-26,,,,,2005,6,26
2005-06-27,,,,,2005,6,27
2005-07-04,,17.29,,,2005,7,4
2005-07-12,16.095,,,,2005,7,12
2005-07-20,,,,,2005,7,20
2005-07-21,,,,,2005,7,21
2005-07-28,30.096,,,,2005,7,28
2005-07-29,,,,,2005,7,29
2005-08-05,,,,,2005,8,5
2005-08-06,,,,,2005,8,6
2005-08-13,,,,,2005,8,13
2005-08-29,19.484,,,,2005,8,29
2005-09-07,21.597,,,,2005,9,7
2005-09-14,,,,,2005,9,14
2005-09-22,,13.009,,,2005,9,22
2005-09-23,15.305,,,,2005,9,23
2005-10-01,,,,,2005,10,1
2005-10-08,,10.899,,,2005,10,8
2005-10-09,12.804,,,,2005,10,9
2005-10-16,7.88,,,,2005,10,16
2005-10-25,,,,,2005,10,25
2005-11-01,9.273,,,,2005,11,1
2005-11-09,,8.911,,,2005,11,9
2005-11-10,5.094,,,,2005,11,10
2005-11-18,,-4.405,,,2005,11,18
2005-12-04,,,,,2005,12,4
2006-01-28,,-4.702,,,2006,1,28
2006-02-05,,,,,2006,2,5
2006-02-06,,-9.923,,,2006,2,6
2006-02-13,,,,,2006,2,13
2006-02-14,,,,,2006,2,14
2006-02-21,-0.642,,,,2006,2,21
2006-04-03,,,,,2006,4,3
2006-04-19,,,,,2006,4,19
2006-05-04,,9.859,,,2006,5,4
2006-05-05,11.459,,,,2006,5,5
2006-05-12,15.495,,,,2006,5,12
2006-05-28,,,,,2006,5,28
2006-06-05,,,,,2006,6,5
2006-06-13,,,,,2006,6,13
2006-06-14,,23.827,,,2006,6,14
2006-06-21,,25.775,,,2006,6,21
2006-06-22,19.068,,,,2006,6,22
2006-06-29,,,,,2006,6,29
2006-07-08,,,,,2006,7,8
2006-07-15,18.16,,,,2006,7,15
2006-07-16,,,,,2006,7,16
2006-07-24,23.514,,,,2006,7,24
2006-07-31,21.699,,,,2006,7,31
2006-08-09,,,,,2006,8,9
2006-08-16,,,,,2006,8,16
2006-08-25,,,,,2006,8,25
2006-09-01,,,,,2006,9,1
2006-09-10,17.697,,,,2006,9,10
2006-09-17,16.621,,,,2006,9,17
2006-09-25,,,,,2006,9,25
2006-09-26,,,,,2006,9,26
2006-10-03,,,,,2006,10,3
2006-10-12,,,,,2006,10,12
2006-10-19,15.204,,,,2006,10,19
2006-10-27,,,,,2006,10,27
2006-10-28,,,,,2006,10,28
2006-11-29,,,,,2006,11,29
2006-12-06,,,,,2006,12,6
2006-12-07,,,,,2006,12,7
2006-12-14,,1.836,,,2006,12,14
2006-12-23,,1.357,,,2006,12,23
2006-12-31,,,,,2006,12,31
2007-01-07,,,,,2007,1,7
2007-01-08,,,,,2007,1,8
2007-01-15,,-0.93,,,2007,1,15
2007-01-16,,,,,2007,1,16
2007-02-01,,,,,2007,2,1
2007-02-08,,,,,2007,2,8
2007-02-09,,,,,2007,2,9
2007-02-17,0.196,,,,2007,2,17
2007-02-24,,,,,2007,2,24
2007-03-05,3.059,,,,2007,3,5
2007-03-12,5.745,,,,2007,3,12
2007-03-13,,9.817,,,2007,3,13
2007-03-29,,,,,2007,3,29
2007-04-05,,2.734,,,2007,4,5
2007-04-14,,16.451,,,2007,4,14
2007-04-21,,11.042,,,2007,4,21
2007-04-29,,,,,2007,4,29
